"Date","Price","Open","High","Low","Vol.","Change %"
"10-03-2022","28,038.70","28,350.95","28,386.85","27,906.00","","0.91%"
"09-03-2022","27,785.50","27,454.25","27,882.05","27,326.65","","2.16%"
"08-03-2022","27,198.55","26,870.40","27,247.35","26,634.20","","1.24%"
"07-03-2022","26,865.90","27,000.70","27,012.45","26,532.65","","-2.37%"
"04-03-2022","27,517.10","27,950.30","27,966.95","27,475.75","","-2.08%"
"03-03-2022","28,102.90","28,583.60","28,643.70","28,033.90","","-0.40%"
"02-03-2022","28,217.10","28,016.35","28,353.40","27,940.85","","-0.02%"
"28-02-2022","28,223.45","27,678.15","28,255.10","27,447.15","","0.97%"
"25-02-2022","27,953.30","27,407.75","28,034.95","27,396.70","","4.18%"
"24-02-2022","26,832.65","27,562.60","27,809.50","26,779.05","","-5.74%"
"23-02-2022","28,467.00","28,503.35","28,718.55","28,437.00","","0.64%"
"22-02-2022","28,284.90","27,828.60","28,348.40","27,826.05","","-1.02%"
"21-02-2022","28,575.75","28,795.60","28,914.20","28,427.45","","-1.24%"
"18-02-2022","28,934.35","29,024.20","29,253.45","28,891.90","","-0.91%"
"17-02-2022","29,201.30","29,425.85","29,513.50","29,156.80","","-0.30%"
"16-02-2022","29,289.95","29,568.95","29,630.35","29,203.70","","-0.29%"
"15-02-2022","29,375.30","28,660.75","29,411.65","28,270.50","","2.86%"
"14-02-2022","28,558.75","29,050.80","29,189.20","28,479.55","","-3.94%"
"11-02-2022","29,729.40","30,118.30","30,164.55","29,656.15","","-2.02%"
"10-02-2022","30,343.45","30,359.40","30,408.05","30,131.75","","0.29%"
"09-02-2022","30,257.10","30,055.70","30,288.15","30,037.35","","1.14%"
"08-02-2022","29,916.85","30,242.70","30,325.50","29,591.00","","-0.70%"
"07-02-2022","30,129.25","30,501.60","30,609.70","29,994.90","","-1.03%"
"04-02-2022","30,441.55","30,667.60","30,779.75","30,399.85","","-0.76%"
"03-02-2022","30,673.90","30,948.60","30,949.25","30,604.80","","-0.96%"
"02-02-2022","30,971.55","30,755.00","31,006.85","30,745.25","","1.18%"
"01-02-2022","30,611.60","30,570.55","30,645.15","30,129.15","","1.12%"
"31-01-2022","30,273.95","30,175.20","30,360.70","30,097.60","","1.57%"
"28-01-2022","29,804.90","29,590.90","30,329.90","29,586.90","","1.50%"
"27-01-2022","29,364.70","29,478.05","29,478.05","28,953.60","","-1.05%"
"25-01-2022","29,676.90","29,056.15","29,710.20","28,627.05","","1.00%"
"24-01-2022","29,383.00","30,553.25","30,582.45","29,075.95","","-3.86%"
"21-01-2022","30,563.60","31,167.90","31,209.55","30,342.70","","-2.39%"
"20-01-2022","31,312.05","31,352.05","31,483.00","31,156.40","","-0.16%"
"19-01-2022","31,363.30","31,348.80","31,392.45","30,968.70","","-0.06%"
"18-01-2022","31,381.45","32,190.75","32,230.30","31,281.65","","-2.06%"
"17-01-2022","32,040.60","32,062.25","32,140.40","31,980.70","","0.16%"
"14-01-2022","31,989.65","31,913.10","32,092.60","31,788.90","","-0.02%"
"13-01-2022","31,997.20","31,868.00","32,029.75","31,661.60","","0.65%"
"12-01-2022","31,791.55","31,568.25","31,817.00","31,503.60","","1.25%"
"11-01-2022","31,400.40","31,357.60","31,537.60","31,304.25","","0.09%"
"10-01-2022","31,371.65","31,246.35","31,408.45","31,232.65","","0.84%"
"07-01-2022","31,111.55","31,054.05","31,198.75","30,892.55","","0.50%"
"06-01-2022","30,956.85","30,701.30","30,983.05","30,566.75","","0.13%"
"05-01-2022","30,917.55","30,868.75","30,971.30","30,728.15","","0.15%"
"04-01-2022","30,870.35","30,911.00","30,980.65","30,686.90","","0.27%"
"03-01-2022","30,788.00","30,487.75","30,829.30","30,483.65","","1.13%"
"31-12-2021","30,442.90","30,110.70","30,479.70","30,099.90","","1.40%"
"30-12-2021","30,023.25","30,126.15","30,144.65","29,946.05","","-0.37%"
"29-12-2021","30,135.30","30,113.65","30,257.70","30,056.80","","0.13%"
"28-12-2021","30,094.85","29,908.00","30,132.85","29,895.20","","1.18%"
"27-12-2021","29,743.15","29,470.20","29,778.60","29,245.05","","0.44%"
"24-12-2021","29,612.85","30,043.75","30,049.35","29,508.65","","-1.05%"
"23-12-2021","29,927.30","29,892.65","29,972.90","29,816.70","","0.90%"
"22-12-2021","29,659.10","29,349.85","29,706.35","29,328.70","","1.55%"
"21-12-2021","29,207.75","29,001.75","29,467.90","28,948.75","","1.28%"
"20-12-2021","28,838.20","29,530.30","29,570.25","28,396.10","","-3.68%"
"17-12-2021","29,939.30","30,667.45","30,685.55","29,859.15","","-2.40%"
"16-12-2021","30,676.75","31,086.75","31,151.75","30,611.50","","-0.69%"
"15-12-2021","30,888.55","31,103.70","31,158.95","30,848.80","","-0.58%"
"14-12-2021","31,067.25","31,040.75","31,107.25","30,776.20","","-0.19%"
"13-12-2021","31,125.70","31,422.30","31,504.35","31,077.50","","-0.25%"
"10-12-2021","31,203.05","30,924.85","31,225.95","30,883.05","","0.80%"
"09-12-2021","30,955.20","30,925.15","30,979.80","30,699.10","","0.60%"
"08-12-2021","30,769.15","30,496.70","30,792.65","30,480.25","","1.61%"
"07-12-2021","30,282.60","30,083.00","30,317.95","29,951.25","","1.40%"
"06-12-2021","29,863.20","30,331.30","30,373.60","29,811.90","","-1.42%"
"03-12-2021","30,293.25","30,384.35","30,589.75","30,243.75","","-0.01%"
"02-12-2021","30,296.45","30,020.40","30,338.50","29,903.95","","1.14%"
"01-12-2021","29,955.70","29,851.15","29,996.25","29,623.95","","1.03%"
"30-11-2021","29,650.65","29,610.45","30,236.15","29,563.65","","0.46%"
"29-11-2021","29,515.25","29,675.50","29,775.45","28,933.10","","-1.35%"
"26-11-2021","29,920.40","30,619.05","30,728.15","29,841.40","","-3.25%"
"25-11-2021","30,926.60","30,792.80","30,972.40","30,575.80","","0.60%"
"24-11-2021","30,743.25","31,011.50","31,101.70","30,639.55","","-0.40%"
"23-11-2021","30,865.30","30,145.60","30,896.60","29,987.00","","1.76%"
"22-11-2021","30,331.60","31,294.25","31,316.95","30,029.65","","-3.01%"
"18-11-2021","31,271.40","31,769.35","31,853.15","31,089.60","","-1.44%"
"17-11-2021","31,729.00","31,896.05","31,956.45","31,680.90","","-0.67%"
"16-11-2021","31,942.55","32,095.05","32,199.40","31,875.95","","-0.27%"
"15-11-2021","32,028.30","32,048.55","32,088.70","31,884.10","","0.32%"
"12-11-2021","31,925.85","32,018.30","32,048.80","31,666.55","","0.45%"
"11-11-2021","31,782.15","32,089.30","32,094.80","31,634.30","","-0.82%"
"10-11-2021","32,044.45","32,140.95","32,229.65","32,006.40","","-0.44%"
"09-11-2021","32,186.35","31,913.30","32,259.25","31,879.75","","1.16%"
"08-11-2021","31,818.65","31,552.75","31,854.80","31,282.20","","1.20%"
"04-11-2021","31,442.65","31,426.40","31,507.65","31,411.80","","0.79%"
"03-11-2021","31,197.50","31,415.50","31,503.55","31,049.85","","-0.27%"
"02-11-2021","31,281.05","31,151.15","31,329.40","31,130.50","","0.83%"
"01-11-2021","31,023.70","30,611.15","31,059.50","30,526.95","","1.82%"
"29-10-2021","30,469.55","30,307.55","30,783.75","29,838.85","","-0.15%"
"28-10-2021","30,514.05","31,140.55","31,141.20","30,437.20","","-1.96%"
"27-10-2021","31,125.55","31,271.60","31,314.10","31,070.85","","0.08%"
"26-10-2021","31,101.95","30,611.25","31,143.40","30,607.40","","1.80%"
"25-10-2021","30,553.40","31,248.05","31,279.90","30,107.85","","-1.70%"
"22-10-2021","31,082.45","31,434.55","31,612.95","30,796.80","","-0.87%"
"21-10-2021","31,356.15","31,670.65","31,733.25","31,025.55","","-0.39%"
"20-10-2021","31,478.30","32,122.15","32,135.90","31,200.25","","-2.15%"
"19-10-2021","32,170.70","33,144.75","33,243.50","32,000.05","","-2.17%"
"18-10-2021","32,884.80","32,861.60","33,145.95","32,766.50","","1.17%"
"14-10-2021","32,503.50","32,564.40","32,722.55","32,456.45","","0.65%"
"13-10-2021","32,294.15","31,974.15","32,376.70","31,934.75","","1.54%"
"12-10-2021","31,805.50","31,707.00","31,823.30","31,495.00","","0.55%"
"11-10-2021","31,630.80","31,550.25","31,748.00","31,420.30","","0.61%"
"08-10-2021","31,437.75","31,501.75","31,509.80","31,272.10","","0.43%"
"07-10-2021","31,304.45","31,003.35","31,365.65","30,998.15","","1.88%"
"06-10-2021","30,728.20","31,156.85","31,185.75","30,663.85","","-0.91%"
"05-10-2021","31,009.40","30,899.45","31,046.45","30,816.55","","0.43%"
"04-10-2021","30,875.35","30,559.35","30,897.55","30,532.75","","1.57%"
"01-10-2021","30,396.85","30,314.75","30,429.15","30,169.10","","0.04%"
"30-09-2021","30,384.00","30,375.40","30,496.35","30,306.95","","0.36%"
"29-09-2021","30,274.10","29,846.80","30,349.30","29,705.00","","1.08%"
"28-09-2021","29,951.30","30,262.15","30,269.80","29,727.00","","-0.67%"
"27-09-2021","30,152.45","30,259.75","30,288.15","29,916.60","","0.03%"
"24-09-2021","30,143.60","30,543.55","30,605.55","30,048.50","","-0.78%"
"23-09-2021","30,380.85","30,187.85","30,432.50","30,179.85","","1.49%"
"22-09-2021","29,933.90","29,598.90","30,028.55","29,575.40","","1.67%"
"21-09-2021","29,442.45","29,289.65","29,490.95","28,857.35","","0.64%"
"20-09-2021","29,254.85","29,636.65","29,945.30","29,195.50","","-2.16%"
"17-09-2021","29,899.40","30,439.10","30,460.45","29,701.45","","-1.27%"
"16-09-2021","30,283.10","30,267.80","30,345.45","30,108.70","","0.36%"
"15-09-2021","30,175.60","29,975.15","30,198.25","29,954.05","","1.02%"
"14-09-2021","29,871.65","29,633.90","29,891.50","29,622.70","","1.35%"
"13-09-2021","29,473.45","29,348.95","29,494.05","29,239.75","","0.45%"
"09-09-2021","29,341.10","29,208.85","29,365.50","29,154.65","","0.29%"
"08-09-2021","29,255.55","29,163.30","29,325.95","29,033.80","","0.52%"
"07-09-2021","29,105.00","29,246.40","29,283.50","28,865.05","","-0.25%"
"06-09-2021","29,178.35","29,181.00","29,254.40","29,086.05","","0.41%"
"03-09-2021","29,060.05","29,067.30","29,149.95","28,887.10","","0.50%"
"02-09-2021","28,916.65","28,663.95","28,949.95","28,608.40","","1.00%"
"01-09-2021","28,629.45","28,588.70","28,682.50","28,406.65","","0.75%"
"31-08-2021","28,417.25","28,331.30","28,465.80","28,237.25","","0.62%"
"30-08-2021","28,242.40","27,829.15","28,265.35","27,820.05","","1.94%"
"27-08-2021","27,705.55","27,505.75","27,759.65","27,366.80","","1.06%"
"26-08-2021","27,416.00","27,458.95","27,567.95","27,322.85","","0.19%"
"25-08-2021","27,363.05","27,413.00","27,496.05","27,270.25","","0.32%"
"24-08-2021","27,276.70","27,017.95","27,296.30","26,959.70","","1.43%"
"23-08-2021","26,892.70","27,380.80","27,460.95","26,683.95","","-0.86%"
"20-08-2021","27,124.75","27,454.60","27,622.45","27,051.50","","-1.99%"
"18-08-2021","27,676.80","27,711.75","27,796.20","27,612.35","","0.29%"
"17-08-2021","27,597.80","27,522.25","27,634.90","27,328.00","","0.33%"
"16-08-2021","27,507.45","27,618.70","27,661.00","27,474.75","","-0.34%"
"13-08-2021","27,600.10","27,756.70","27,777.70","27,562.65","","-0.30%"
"12-08-2021","27,684.00","27,470.95","27,710.25","27,447.40","","1.01%"
"11-08-2021","27,406.30","27,473.70","27,541.65","26,806.85","","-0.12%"
"10-08-2021","27,439.25","27,858.45","27,909.55","27,225.15","","-1.09%"
"09-08-2021","27,742.50","27,989.70","28,031.80","27,591.90","","-0.73%"
"06-08-2021","27,945.70","27,996.70","28,123.65","27,923.80","","0.06%"
"05-08-2021","27,929.95","28,010.35","28,017.80","27,651.10","","0.01%"
"04-08-2021","27,928.20","28,377.45","28,403.45","27,883.95","","-1.19%"
"03-08-2021","28,265.65","28,321.10","28,336.65","28,188.20","","0.05%"
"02-08-2021","28,250.40","27,984.45","28,274.65","27,973.55","","1.56%"
"30-07-2021","27,815.25","27,594.40","27,951.95","27,537.20","","1.10%"
"29-07-2021","27,512.30","27,444.95","27,527.60","27,369.75","","0.72%"
"28-07-2021","27,315.30","27,506.05","27,515.05","26,997.85","","-0.51%"
"27-07-2021","27,455.10","27,680.75","27,782.85","27,318.25","","-0.43%"
"26-07-2021","27,573.85","27,639.10","27,758.70","27,486.10","","-0.04%"
"23-07-2021","27,584.80","27,706.10","27,780.80","27,551.15","","0.17%"
"22-07-2021","27,538.35","27,399.65","27,562.20","27,385.70","","1.14%"
"20-07-2021","27,227.85","27,639.30","27,682.85","27,025.40","","-1.44%"
"19-07-2021","27,625.40","27,703.90","27,818.65","27,472.50","","-0.81%"
"16-07-2021","27,851.15","27,868.10","27,894.45","27,746.30","","0.35%"
"15-07-2021","27,754.70","27,705.95","27,777.35","27,675.30","","0.48%"
"14-07-2021","27,623.30","27,616.85","27,689.70","27,571.70","","0.23%"
"13-07-2021","27,560.75","27,645.55","27,650.50","27,488.95","","0.21%"
"12-07-2021","27,503.60","27,569.20","27,655.15","27,441.35","","0.44%"
"09-07-2021","27,382.75","27,234.75","27,411.80","27,149.15","","0.62%"
"08-07-2021","27,213.20","27,391.90","27,478.85","27,090.10","","-0.42%"
"07-07-2021","27,328.35","27,159.65","27,358.50","27,089.50","","0.66%"
"06-07-2021","27,149.20","27,194.60","27,396.80","27,093.55","","-0.05%"
"05-07-2021","27,163.00","27,129.80","27,183.90","27,073.90","","0.53%"
"02-07-2021","27,020.10","26,943.00","27,051.95","26,892.20","","0.51%"
"01-07-2021","26,882.60","27,023.05","27,025.35","26,841.05","","-0.33%"
"30-06-2021","26,970.75","26,991.40","27,061.55","26,931.25","","0.26%"
"29-06-2021","26,901.10","27,050.25","27,116.40","26,835.55","","-0.50%"
"28-06-2021","27,036.50","26,998.00","27,066.85","26,906.45","","0.53%"
"25-06-2021","26,895.00","26,706.15","26,932.60","26,683.95","","1.10%"
"24-06-2021","26,601.45","26,718.30","26,752.85","26,530.70","","-0.28%"
"23-06-2021","26,675.85","26,913.90","26,930.30","26,647.50","","-0.21%"
"22-06-2021","26,732.75","26,936.35","26,987.50","26,685.70","","0.10%"
"21-06-2021","26,705.20","26,128.95","26,727.10","26,030.15","","0.79%"
"18-06-2021","26,496.30","26,851.85","26,881.80","25,894.40","","-1.05%"
"17-06-2021","26,776.35","26,873.10","27,171.80","26,686.25","","-1.23%"
"16-06-2021","27,108.50","27,352.30","27,396.80","27,046.40","","-0.93%"
"15-06-2021","27,364.35","27,260.95","27,432.05","27,236.65","","0.61%"
"14-06-2021","27,198.50","27,294.35","27,294.65","26,609.80","","-0.48%"
"11-06-2021","27,329.15","27,424.25","27,474.45","27,207.40","","0.22%"
"10-06-2021","27,268.45","27,055.90","27,294.10","27,022.70","","1.57%"
"09-06-2021","26,847.80","27,199.40","27,373.70","26,679.55","","-0.72%"
"08-06-2021","27,042.80","26,997.65","27,091.60","26,717.90","","0.60%"
"07-06-2021","26,881.40","26,746.50","26,929.25","26,659.25","","1.24%"
"04-06-2021","26,551.60","26,472.35","26,571.85","26,365.95","","0.72%"
"03-06-2021","26,362.55","26,281.80","26,408.05","26,242.80","","0.94%"
"02-06-2021","26,118.00","25,749.80","26,151.95","25,730.15","","1.43%"
"01-06-2021","25,749.50","25,913.75","25,939.60","25,583.60","","-0.10%"
"31-05-2021","25,775.45","25,778.35","25,838.15","25,628.00","","0.31%"
"28-05-2021","25,695.10","25,811.75","25,868.95","25,648.75","","-0.04%"
"27-05-2021","25,704.90","25,647.15","25,749.35","25,542.15","","0.54%"
"26-05-2021","25,565.70","25,661.50","25,710.20","25,518.15","","0.08%"
"25-05-2021","25,544.35","25,742.90","25,782.35","25,467.55","","-0.16%"
"24-05-2021","25,584.30","25,587.45","25,655.55","25,394.05","","0.67%"
"21-05-2021","25,413.40","25,405.40","25,500.75","25,291.40","","0.80%"
"20-05-2021","25,211.70","25,316.55","25,371.80","25,065.85","","-0.08%"
"19-05-2021","25,232.80","25,255.30","25,376.05","25,178.45","","-0.13%"
"18-05-2021","25,266.65","25,066.45","25,321.90","25,050.65","","1.83%"
"17-05-2021","24,812.65","24,542.35","24,849.35","24,372.70","","1.84%"
"14-05-2021","24,363.65","24,943.50","24,956.20","24,247.65","","-1.64%"
"12-05-2021","24,770.40","25,055.70","25,110.15","24,660.55","","-0.81%"
"11-05-2021","24,971.75","24,610.00","25,014.55","24,527.70","","0.79%"
"10-05-2021","24,776.80","24,694.05","24,808.30","24,659.10","","0.94%"
"07-05-2021","24,545.65","24,760.95","24,790.00","24,510.50","","-0.38%"
"06-05-2021","24,639.00","24,550.60","24,662.80","24,349.10","","0.94%"
"05-05-2021","24,410.10","24,410.95","24,448.30","24,202.55","","1.00%"
"04-05-2021","24,167.80","24,469.45","24,638.25","24,109.20","","-0.39%"
"03-05-2021","24,263.50","24,038.95","24,301.00","23,935.95","","0.28%"
"30-04-2021","24,195.90","24,109.70","24,410.50","24,032.70","","-0.37%"
"29-04-2021","24,286.45","24,505.70","24,572.75","24,194.40","","-0.11%"
"28-04-2021","24,313.50","24,204.20","24,367.10","24,168.45","","1.11%"
"27-04-2021","24,047.15","23,758.10","24,079.25","23,739.55","","1.57%"
"26-04-2021","23,675.10","23,667.60","23,768.50","23,624.90","","0.78%"
"23-04-2021","23,492.75","23,434.90","23,707.30","23,340.55","","0.26%"
"22-04-2021","23,432.65","23,177.75","23,487.75","23,126.95","","0.46%"
"20-04-2021","23,326.00","23,529.05","23,693.80","23,180.50","","0.30%"
"19-04-2021","23,256.35","23,121.15","23,321.50","22,799.90","","-2.12%"
"16-04-2021","23,760.65","23,598.80","23,889.95","23,527.75","","0.98%"
"15-04-2021","23,530.00","23,445.15","23,634.30","23,188.00","","0.06%"
"13-04-2021","23,516.85","23,200.30","23,602.50","23,111.05","","1.74%"
"12-04-2021","23,114.15","24,094.45","24,097.95","22,934.20","","-5.68%"
"09-04-2021","24,505.70","24,492.30","24,680.70","24,421.20","","0.18%"
"08-04-2021","24,462.40","24,468.75","24,645.00","24,392.70","","0.53%"
"07-04-2021","24,333.30","24,096.05","24,385.60","24,037.80","","1.32%"
"06-04-2021","24,016.20","23,940.65","24,115.30","23,730.30","","0.91%"
"05-04-2021","23,798.60","24,101.15","24,101.35","23,407.05","","-1.32%"
"01-04-2021","24,117.75","23,873.65","24,162.90","23,782.80","","1.79%"
"31-03-2021","23,693.15","23,628.45","23,731.85","23,520.50","","0.35%"
"30-03-2021","23,609.40","23,472.55","23,680.90","23,300.05","","1.70%"
"26-03-2021","23,213.95","23,114.00","23,300.50","23,067.10","","1.55%"
"25-03-2021","22,858.55","23,414.80","23,432.30","22,632.85","","-2.04%"
"24-03-2021","23,334.95","23,737.85","23,884.85","23,290.60","","-1.99%"
"23-03-2021","23,808.40","23,704.50","23,872.70","23,692.05","","0.87%"
"22-03-2021","23,603.60","23,449.20","23,650.10","23,340.35","","0.82%"
"19-03-2021","23,412.75","22,936.80","23,449.15","22,480.25","","1.22%"
"18-03-2021","23,129.85","23,671.00","23,809.75","22,928.40","","-1.37%"
"17-03-2021","23,451.60","24,099.25","24,137.75","23,392.15","","-2.48%"
"16-03-2021","24,048.30","24,045.10","24,116.15","23,923.75","","0.40%"
"15-03-2021","23,952.30","24,238.65","24,239.80","23,654.70","","-0.68%"
"12-03-2021","24,115.60","24,418.35","24,481.55","24,002.15","","-0.43%"
"10-03-2021","24,220.10","24,220.20","24,287.20","24,075.40","","0.82%"
"09-03-2021","24,024.25","24,302.05","24,369.85","23,832.80","","-0.52%"
"08-03-2021","24,149.30","24,297.30","24,415.00","24,111.50","","0.30%"
"05-03-2021","24,078.15","24,563.25","24,638.50","23,937.55","","-2.15%"
"04-03-2021","24,608.35","24,257.50","24,740.45","24,171.70","","0.49%"
"03-03-2021","24,488.45","24,298.50","24,513.25","24,281.35","","1.67%"
"02-03-2021","24,086.65","23,873.35","24,131.15","23,806.60","","1.70%"
"01-03-2021","23,684.80","23,470.40","23,723.90","23,369.00","","1.79%"
"26-02-2021","23,268.50","23,315.65","23,578.50","23,068.30","","-1.60%"
"25-02-2021","23,646.80","23,513.30","23,672.70","23,485.50","","1.53%"
"24-02-2021","23,290.80","23,193.85","23,330.20","23,048.15","","1.03%"
"23-02-2021","23,053.35","22,936.65","23,114.45","22,756.80","","1.01%"
"22-02-2021","22,822.80","23,176.05","23,247.85","22,709.05","","-1.28%"
"19-02-2021","23,118.75","23,474.95","23,551.40","22,869.75","","-1.62%"
"18-02-2021","23,499.20","23,494.25","23,640.05","23,417.60","","0.47%"
"17-02-2021","23,388.30","23,318.85","23,497.25","23,284.70","","0.31%"
"16-02-2021","23,316.50","23,297.55","23,401.60","23,132.45","","0.44%"
"15-02-2021","23,213.65","23,041.60","23,261.25","22,972.65","","1.31%"
"12-02-2021","22,914.35","22,990.20","23,055.05","22,781.80","","-0.23%"
"11-02-2021","22,968.10","22,899.35","23,030.30","22,859.20","","0.18%"
"10-02-2021","22,926.45","22,828.60","22,971.55","22,652.80","","0.79%"
"09-02-2021","22,747.40","22,860.90","22,925.40","22,656.10","","-0.08%"
"08-02-2021","22,764.95","22,618.00","22,815.75","22,614.10","","1.51%"
"05-02-2021","22,425.90","22,834.55","22,928.80","22,342.60","","-1.09%"
"04-02-2021","22,673.15","22,483.30","22,737.60","22,358.30","","1.06%"
"03-02-2021","22,434.80","22,278.40","22,580.10","22,098.55","","1.45%"
"02-02-2021","22,115.10","21,813.90","22,162.90","21,782.60","","2.38%"
"01-02-2021","21,600.90","21,055.90","21,624.45","20,769.65","","3.30%"
"29-01-2021","20,909.85","21,220.40","21,322.20","20,832.10","","-0.38%"
"28-01-2021","20,989.95","20,826.65","21,149.20","20,813.60","","-0.59%"
"27-01-2021","21,115.35","21,424.45","21,424.45","21,047.30","","-1.58%"
"25-01-2021","21,455.20","21,904.60","21,976.85","21,222.60","","-0.94%"
"22-01-2021","21,659.05","21,968.15","22,110.85","21,557.65","","-1.22%"
"21-01-2021","21,927.40","22,366.00","22,425.50","21,827.50","","-1.22%"
"20-01-2021","22,197.40","22,027.25","22,214.70","21,966.15","","1.04%"
"19-01-2021","21,969.20","21,610.20","21,997.05","21,607.30","","2.32%"
"18-01-2021","21,470.15","21,954.35","21,968.00","21,276.20","","-2.12%"
"15-01-2021","21,934.25","22,212.00","22,297.15","21,721.15","","-1.06%"
"14-01-2021","22,169.40","22,198.00","22,271.55","22,041.10","","0.06%"
"13-01-2021","22,155.25","22,431.20","22,504.60","21,849.10","","-0.60%"
"12-01-2021","22,289.15","22,112.20","22,382.45","22,035.30","","0.67%"
"11-01-2021","22,140.10","22,334.45","22,359.00","21,965.75","","-0.24%"
"08-01-2021","22,194.10","22,161.70","22,254.15","22,070.70","","1.05%"
"07-01-2021","21,964.55","21,857.70","22,062.75","21,822.75","","1.45%"
"06-01-2021","21,651.55","21,625.25","21,799.30","21,394.30","","0.55%"
"05-01-2021","21,533.95","21,300.30","21,559.20","21,196.35","","0.68%"
"04-01-2021","21,388.50","21,262.10","21,408.75","21,096.60","","1.41%"
"01-01-2021","21,090.95","20,894.70","21,123.80","20,889.65","","1.19%"
"31-12-2020","20,842.50","20,760.25","20,885.00","20,711.45","","0.49%"
"30-12-2020","20,741.70","20,762.85","20,770.60","20,537.35","","0.22%"
"29-12-2020","20,695.70","20,831.70","20,878.25","20,569.45","","-0.11%"
"28-12-2020","20,718.60","20,624.10","20,753.70","20,590.00","","1.19%"
"24-12-2020","20,475.75","20,561.80","20,644.90","20,405.50","","0.18%"
"23-12-2020","20,439.95","20,037.25","20,472.60","19,983.45","","2.38%"
"22-12-2020","19,964.90","19,734.40","20,027.25","19,178.90","","0.85%"
"21-12-2020","19,797.35","20,739.20","20,762.40","19,390.45","","-4.81%"
"18-12-2020","20,797.45","20,890.10","20,936.85","20,583.90","","-0.25%"
"17-12-2020","20,849.40","20,947.30","21,064.35","20,789.50","","-0.27%"
"16-12-2020","20,906.45","20,786.20","20,931.00","20,779.05","","1.15%"
"15-12-2020","20,668.05","20,569.55","20,692.15","20,388.35","","0.47%"
"14-12-2020","20,571.25","20,550.70","20,604.35","20,477.05","","0.66%"
"11-12-2020","20,437.20","20,468.70","20,583.15","20,299.10","","0.22%"
"10-12-2020","20,392.70","20,562.75","20,563.60","20,230.05","","-0.83%"
"09-12-2020","20,563.45","20,582.40","20,640.90","20,516.90","","0.61%"
"08-12-2020","20,439.20","20,608.90","20,649.25","20,235.30","","0.05%"
"07-12-2020","20,428.45","20,262.40","20,447.85","20,252.80","","1.14%"
"04-12-2020","20,197.30","20,231.30","20,325.15","19,989.70","","0.35%"
"03-12-2020","20,127.25","20,138.00","20,198.00","20,061.00","","0.63%"
"02-12-2020","20,001.70","19,986.85","20,026.65","19,796.20","","0.49%"
"01-12-2020","19,903.90","19,912.10","19,923.80","19,775.15","","0.96%"
"27-11-2020","19,715.10","19,302.95","19,775.40","19,301.40","","2.70%"
"26-11-2020","19,196.45","19,103.15","19,222.85","18,944.25","","0.86%"
"25-11-2020","19,032.60","19,467.10","19,482.05","18,994.45","","-1.65%"
"24-11-2020","19,352.25","19,326.40","19,389.40","19,292.40","","0.73%"
"23-11-2020","19,211.40","19,107.55","19,235.15","19,070.50","","1.31%"
"20-11-2020","18,962.55","18,914.05","19,066.00","18,784.85","","0.85%"
"19-11-2020","18,802.30","18,860.55","19,161.60","18,725.05","","-0.64%"
"18-11-2020","18,924.15","18,647.60","18,939.90","18,632.15","","1.46%"
"17-11-2020","18,652.30","18,527.20","18,664.30","18,481.90","","1.63%"
"13-11-2020","18,353.40","18,170.55","18,367.65","18,127.20","","0.94%"
"12-11-2020","18,182.90","18,103.00","18,215.25","18,066.50","","0.60%"
"11-11-2020","18,075.00","18,088.70","18,225.10","17,926.10","","0.37%"
"10-11-2020","18,007.95","18,101.55","18,107.05","17,889.90","","0.28%"
"09-11-2020","17,957.40","17,932.30","17,969.10","17,767.90","","0.87%"
"06-11-2020","17,802.75","17,730.00","17,864.10","17,696.25","","0.71%"
"05-11-2020","17,676.90","17,502.00","17,695.65","17,457.85","","1.78%"
"04-11-2020","17,367.05","17,267.30","17,380.75","17,183.80","","0.65%"
"03-11-2020","17,254.90","17,221.25","17,299.70","17,218.60","","0.70%"
"02-11-2020","17,135.20","17,129.30","17,170.05","17,006.05","","0.40%"
"30-10-2020","17,066.50","17,006.10","17,195.25","16,889.50","","0.54%"
"29-10-2020","16,974.05","16,944.95","17,009.45","16,827.65","","-0.43%"
"28-10-2020","17,047.60","17,231.85","17,300.95","17,016.25","","-0.99%"
"27-10-2020","17,217.25","17,028.80","17,243.15","16,867.50","","1.22%"
"26-10-2020","17,009.85","17,364.70","17,365.65","16,964.00","","-1.71%"
"23-10-2020","17,306.20","17,280.55","17,372.15","17,239.05","","0.79%"
"22-10-2020","17,171.30","17,035.80","17,203.95","17,014.30","","0.62%"
"21-10-2020","17,065.45","17,090.00","17,215.55","16,882.20","","0.25%"
"20-10-2020","17,023.25","16,870.90","17,037.95","16,835.35","","0.63%"
"19-10-2020","16,915.85","16,893.20","16,926.90","16,775.00","","0.77%"
"16-10-2020","16,787.00","16,682.05","16,802.20","16,559.00","","1.13%"
"15-10-2020","16,599.60","16,919.25","17,007.60","16,561.45","","-1.70%"
"14-10-2020","16,886.25","16,895.50","16,920.75","16,771.70","","-0.16%"
"13-10-2020","16,913.15","16,987.45","17,032.50","16,895.95","","-0.48%"
"12-10-2020","16,994.65","17,129.45","17,201.45","16,934.20","","-0.58%"
"09-10-2020","17,093.25","17,182.75","17,220.90","17,069.60","","-0.31%"
"08-10-2020","17,146.35","17,204.00","17,265.20","17,066.35","","0.10%"
"07-10-2020","17,128.40","17,239.10","17,239.10","17,080.20","","-0.51%"
